"","plant_name_id","ipni_id","taxon_rank","taxon_status","family","genus_hybrid","genus","species_hybrid","species","infraspecific_rank","infraspecies","parenthetical_author","primary_author","publication_author","place_of_publication","volume_and_page","first_published","nomenclatural_remarks","geographic_area","lifeform_description","climate_description","taxon_name","taxon_authors","accepted_plant_name_id","basionym_plant_name_id","homotypic_synonym","parent_plant_name_id"
"1108305","588430-az","692783-1","Species","Illegitimate","Polygalaceae","","Securidaca","","virgata","","","","Macfad.","","Fl. Jamaica","1: 49","(1837)",", nom. illeg.","","","","Securidaca virgata","Macfad.","599280-az","",NA,""
"1108306","588429-az","692782-1","Species","Illegitimate","Polygalaceae","","Securidaca","","virgata","","","","Sieber ex C.Presl","","Abh. Königl. Böhm. Ges. Wiss.",", ser. 5, 3: 447","(1845)",", nom. illeg.","","","","Securidaca virgata","Sieber ex C.Presl","599354-az","",NA,""
"1108311","588434-az","692788-1","Species","Accepted","Polygalaceae","","Securidaca","","welwitschii","","","","Oliv.","","Fl. Trop. Afr.","1: 135","(1868)","","Trop. Africa","Liana","Seasonally Dry Tropical","Securidaca welwitschii","Oliv.","588434-az","",NA,"599228-az"
"1108357","467833-az","692816-1","Species","Accepted","Polygalaceae","","Xanthophyllum","","beccarianum","","","","Chodat","","Bull. Herb. Boissier","4: 257","(1896)","","Borneo","Phanerophyte","Wet Tropical","Xanthophyllum beccarianum","Chodat","467833-az","",NA,"467796-az"
"1108465","467510-az","692877-1","Species","Accepted","Polygalaceae","","Xanthophyllum","","octandrum","","","F.Muell.","Domin","","Biblioth. Bot.","22(89): 306","(1927)","","Papua New Guinea to N. & NE. Queensland","Phanerophyte","Wet Tropical","Xanthophyllum octandrum","(F.Muell.) Domin","467510-az","509456-az",NA,"467796-az"
"1108774","624881-az","693072-1","Species","Accepted","Polygonaceae","","Afrobrunnichia","","erecta","","","Asch.","Hutch. & Dalziel","","Fl. W. Trop. Afr.","1: 118","(1927)","","W. & WC. Trop. Africa","Climber","Wet Tropical","Afrobrunnichia erecta","(Asch.) Hutch. & Dalziel","624881-az","684264-az",NA,"624879-az"
"1109073","676862-az","693242-1","Species","Accepted","Polygonaceae","","Bistorta","","vacciniifolia","","","Wall. ex Meisn.","Greene","","Leafl. Bot. Observ. Crit.","1: 21","(1904)","","Himalaya to Tibet","Chamaephyte","Subalpine or Subarctic","Bistorta vacciniifolia","(Wall. ex Meisn.) Greene","676862-az","573621-az",NA,"676753-az"
"1109101","684265-az","37576-2","Species","Accepted","Polygonaceae","","Brunnichia","","ovata","","","Walter","Shinners","","Sida","3: 115","(1967)","","C. & SE. U.S.A.","Climbing nanophanerophyte","Temperate","Brunnichia ovata","(Walter) Shinners","684265-az","425439-az",NA,"684258-az"
"1109789","729330-az","62131-2","Species","Accepted","Polygonaceae","","Coccoloba","","liebmannii","","","","Lindau","","Bot. Jahrb. Syst.","13: 189","(1890)","","S. Mexico","Phanerophyte","Seasonally Dry Tropical","Coccoloba liebmannii","Lindau","729330-az","",NA,"729140-az"
"1109919","729459-az","303395-2","Species","Accepted","Polygonaceae","","Coccoloba","","porphyrostachys","","","","Gómez-Laur.","","Brenesia","31: 121","(1989 publ. 1990)","","Costa Rica to W. Panama","Phanerophyte","Wet Tropical","Coccoloba porphyrostachys","Gómez-Laur.","729459-az","",NA,"729140-az"
"1109926","729466-az","62241-2","Species","Accepted","Polygonaceae","","Coccoloba","","pubescens","","","","L.","","Syst. Nat. ed. 10",", 2: 1007","(1759)","","Hispaniola to Lesser Antilles","Phanerophyte","Wet Tropical","Coccoloba pubescens","L.","729466-az","",NA,"729140-az"
"1110022","729559-az","693921-1","Species","Accepted","Polygonaceae","","Coccoloba","","venosa","","","","L.","","Syst. Nat. ed. 10",", 2: 1007","(1759)","","Caribbean, S. Mexico to Venezuela","Phanerophyte","Wet Tropical","Coccoloba venosa","L.","729559-az","",NA,"729140-az"
"1111630","807628-az","694561-1","Species","Accepted","Polygonaceae","","Fallopia","","baldschuanica","","","Regel","Holub","","Folia Geobot. Phytotax.","6: 176","(1971)","","E. Afghanistan to C. Asia and W. Pakistan","Liana","Temperate","Fallopia baldschuanica","(Regel) Holub","807628-az","574698-az",NA,"807625-az"
"1111939","508882-az","694735-1","Species","Accepted","Polygonaceae","","Muehlenbeckia","","adpressa","","","Labill.","Meisn.","","Pl. Vasc. Gen.","1: 227","(1839)","","S. Australia","Chamaephyte","Subtropical","Muehlenbeckia adpressa","(Labill.) Meisn.","508882-az","567493-az",NA,"508883-az"
"1111946","508878-az","694738-1","Species","Accepted","Polygonaceae","","Muehlenbeckia","","australis","","","G.Forst.","Meisn.","","Pl. Vasc. Gen.","1: 227","(1839)","","Victoria to N. Tasmania, Norfolk I., New Zealand","Climbing nanophanerophyte","Subtropical","Muehlenbeckia australis","(G.Forst.) Meisn.","508878-az","729161-az",NA,"508883-az"
"1112256","576526-az","60433515-2","Species","Accepted","Polygonaceae","","Persicaria","","capitata","","","Buch.-Ham. ex D.Don","H.Gross","","Bot. Jahrb. Syst.","49: 277","(1913)","","Indian Subcontinent to S. China and Indo-China","Chamaephyte","Temperate","Persicaria capitata","(Buch.-Ham. ex D.Don) H.Gross","576526-az","574821-az",NA,"571826-az"
"1112822","572411-az","204640-2","Species","Accepted","Polygonaceae","","Podopterus","","cordifolius","","","","Rose & Standl.","","Proc. Biol. Soc. Washington","33: 66","(1920)","","SW. Mexico","Scrambling nanophanerophyte","Seasonally Dry Tropical","Podopterus cordifolius","Rose & Standl.","572411-az","",NA,"572412-az"
"1116705","424375-az","224581-2","Species","Accepted","Polygonaceae","","Ruprechtia","","apetala","","","","Wedd.","","Ann. Sci. Nat., Bot.",", sér. 3, 13: 268","(1849)","","Bolivia to E. Brazil and N. Argentina","Phanerophyte","Wet Tropical","Ruprechtia apetala","Wedd.","424375-az","",NA,"424371-az"
"1116718","424421-az","326767-2","Species","Accepted","Polygonaceae","","Ruprechtia","","costaricensis","","","","Pendry","","Edinburgh J. Bot.","60: 23","(2003)","","S. Nicaragua to Costa Rica","Phanerophyte","Wet Tropical","Ruprechtia costaricensis","Pendry","424421-az","",NA,"424371-az"
"1116811","599078-az","697710-1","Species","Accepted","Polygonaceae","","Symmeria","","paniculata","","","","Benth.","","London J. Bot.","4: 630","(1845)","","S. Trop. America, W. Trop. Africa","Nanophanerophyte or phanerophyte","Wet Tropical","Symmeria paniculata","Benth.","599078-az","",NA,"599079-az"
"1116934","513060-az","286393-2","Species","Accepted","Polygonaceae","","Triplaris","","dugandii","","","","Brandbyge","","Nordic J. Bot.","4: 761","(1984 publ. 1985)","","Colombia to Peru and N. Brazil","Phanerophyte","Wet Tropical","Triplaris dugandii","Brandbyge","513060-az","",NA,"513280-az"
"1142864","623413-az","586618-1","Species","Accepted","Primulaceae","","Aegiceras","","corniculatum","","","L.","Blanco","","Fl. Filip.",": 79","(1837)","","SE. China to Trop. Asia and N. Australia, Lord Howe I.","Nanophanerophyte or phanerophyte","Wet Tropical","Aegiceras corniculatum","(L.) Blanco","623413-az","522840-az",NA,"623412-az"
"1147380","788183-az","588451-1","Species","Accepted","Primulaceae","","Embelia","","ribes","","","","Burm.f.","","Fl. Indica",": 62","(1768)","","India to S. China and W. & C. Malesia","Climber","Wet Tropical","Embelia ribes","Burm.f.","788183-az","",NA,"787998-az"
"1147884","332169-az","302307-2","Species","Accepted","Primulaceae","","Jacquinia","","arborea","","","","Vahl","","Eclog. Amer.","1: 26","(1797)","","SE. Mexico, Honduras, Caribbean, Venezuela","Nanophanerophyte or phanerophyte","Wet Tropical","Jacquinia arborea","Vahl","332169-az","",NA,"331469-az"
"1147929","332162-az","307287-2","Species","Accepted","Primulaceae","","Jacquinia","","keyensis","","","","Mez","I.Urban","Symb. Antill.","2: 444","(1901)","","Florida to Caribbean, Honduras","Nanophanerophyte or phanerophyte","Seasonally Dry Tropical","Jacquinia keyensis","Mez","332162-az","",NA,"331469-az"
"1148081","896567-az","77100385-1","Species","Accepted","Primulaceae","","Lysimachia","","angustiloba","","","Engl.","U.Manns & Anderb.","","Willdenowia","39: 51","(2009)","","EC. & E. Trop. Africa","Chamaephyte","Subtropical","Lysimachia angustiloba","(Engl.) U.Manns & Anderb.","896567-az","636132-az",NA,"492734-az"
"1149005","502730-az","588910-1","Species","Accepted","Primulaceae","","Maesa","","perlaria","","","Lour.","Merr.","","Trans. Amer. Philos. Soc.",", n.s., 24(2): 47, 298","(1935)","","S. China to Indo-China, Taiwan, Lesser Sunda Is.","Nanophanerophyte","Wet Tropical","Maesa perlaria","(Lour.) Merr.","502730-az","757524-az",NA,"500992-az"
"1149008","502717-az","588911-1","Species","Accepted","Primulaceae","","Maesa","","permollis","","","","Kurz","","J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist.","40: 66","(1871)","","China (SW. & S. Yunnan) to Indo-China","Nanophanerophyte","Wet Tropical","Maesa permollis","Kurz","502717-az","",NA,"500992-az"
"1149188","502761-az","589037-1","Species","Accepted","Primulaceae","","Myrsine","","africana","","","","L.","","Sp. Pl.",": 196","(1753)","","Azores, Eritrea to S. Africa, Arabian Pen. to China, Taiwan","Nanophanerophyte or phanerophyte","Subtropical","Myrsine africana","L.","502761-az","",NA,"502768-az"
"1153815","629778-az","962862-1","Species","Accepted","Proteaceae","","Alloxylon","","wickhamii","","","W.Hill & F.Muell.","P.H.Weston & Crisp","","Telopea","4: 502","(1991)","","NE. Queensland","Phanerophyte","Wet Tropical","Alloxylon wickhamii","(W.Hill & F.Muell.) P.H.Weston & Crisp","629778-az","788321-az",NA,"629774-az"
"1153935","669041-az","703079-1","Species","Accepted","Proteaceae","","Banksia","","canei","","","","J.H.Willis","","Muelleria","1: 118","(1967)","","New South Wales to Victoria","Nanophanerophyte","Subtropical","Banksia canei","J.H.Willis","669041-az","",NA,"669006-az"
"1154224","669257-az","703185-1","Species","Accepted","Proteaceae","","Banksia","","solandri","","","","R.Br.","","Prot. Nov.",": 36","(1830)","","SW. Western Australia (Stirling Range)","Nanophanerophyte or phanerophyte","Subtropical","Banksia solandri","R.Br.","669257-az","",NA,"669006-az"
"1154293","672271-az","703211-1","Species","Accepted","Proteaceae","","Beauprea","","montana","","","Brongn. & Gris","Virot","","Fl. Nouv.-Calédonie & Dépend.","2: 58","(1968)","","C. & SE. New Caledonia","Nanophanerophyte","Wet Tropical","Beauprea montana","(Brongn. & Gris) Virot","672271-az","672263-az",NA,"672260-az"
"1154299","672277-az","703217-1","Species","Accepted","Proteaceae","","Beauprea","","spathulifolia","","","","Brongn. & Gris","","Bull. Soc. Bot. France","18: 244","(1871)","","New Caledonia","Nanophanerophyte or phanerophyte","Wet Tropical","Beauprea spathulifolia","Brongn. & Gris","672277-az","",NA,"672260-az"
"1154301","672279-az","703218-1","Species","Accepted","Proteaceae","","Beaupreopsis","","paniculata","","","Brongn. & Gris","Virot","","Fl. Nouv.-Calédonie & Dépend.","2: 15","(1968)","","New Caledonia","Nanophanerophyte or phanerophyte","Wet Tropical","Beaupreopsis paniculata","(Brongn. & Gris) Virot","672279-az","708542-az",NA,"672278-az"
"1154303","672852-az","703219-1","Species","Accepted","Proteaceae","","Bellendena","","montana","","","","R.Br.","","Trans. Linn. Soc. London","10: 166","(1810)","","Tasmania","Chamaephyte or nanophanerophyte","Subtropical","Bellendena montana","R.Br.","672852-az","",NA,"672851-az"
"1154329","700843-az","703237-1","Species","Accepted","Proteaceae","","Cardwellia","","sublimis","","","","F.Muell.","","Fragm.","5: 24, 38, 73","(1865)","","NE.Queensland (Cook, North Kennedy)","Phanerophyte","Wet Tropical","Cardwellia sublimis","F.Muell.","700843-az","",NA,"700842-az"
"1154331","701117-az","703238-1","Species","Accepted","Proteaceae","","Carnarvonia","","araliifolia","","","","F.Muell.","","Fragm.","6: 80","(1867)","","NE. Queensland (Cook, North Kennedy)","Phanerophyte","Wet Tropical","Carnarvonia araliifolia","F.Muell.","701117-az","",NA,"701116-az"
"1154546","757491-az","703378-1","Species","Accepted","Proteaceae","","Darlingia","","darlingiana","","","F.Muell.","L.A.S.Johnson","","Contr. New South Wales Natl. Herb.","3: 93","(1962)","","N. & NE. Queensland","Phanerophyte","Seasonally Dry Tropical","Darlingia darlingiana","(F.Muell.) L.A.S.Johnson","757491-az","842969-az",NA,"757490-az"
"1154575","768452-az","703398-1","Species","Accepted","Proteaceae","","Dilobeia","","thouarsii","","","","Roem. & Schult.","","Syst. Veg., ed. 15 bis","3: 476","(1818)","","Madagascar","Phanerophyte","Desert and Dry Shrubland","Dilobeia thouarsii","Roem. & Schult.","768452-az","",NA,"768449-az"
"1154922","807856-az","703633-1","Species","Accepted","Proteaceae","","Faurea","","forficuliflora","","","","Baker","","J. Linn. Soc., Bot.","20: 243","(1883)","","Madagascar","Nanophanerophyte","Seasonally Dry Tropical","Faurea forficuliflora","Baker","807856-az","",NA,"807848-az"
"1154936","807867-az","703643-1","Species","Accepted","Proteaceae","","Faurea","","saligna","","","","Harv.","","London J. Bot.","6: 373","(1847)","","South Sudan to S. Africa","Phanerophyte","Seasonally Dry Tropical","Faurea saligna","Harv.","807867-az","",NA,"807848-az"
"1154948","812955-az","703648-1","Species","Accepted","Proteaceae","","Finschia","","chloroxantha","","","","Diels","","Bot. Jahrb. Syst.","54: 204","(1916)","","Papuasia to W. Pacific","Phanerophyte","Wet Tropical","Finschia chloroxantha","Diels","812955-az","",NA,"812953-az"
"1156886","843131-az","704532-1","Species","Accepted","Proteaceae","","Heliciopsis","","terminalis","","","Kurz","Sleumer","","Blumea","8: 80","(1955)","","E. Himalaya to China (S. Yunnan to E. Guamgdong) and Indo-China","Phanerophyte","Wet Tropical","Heliciopsis terminalis","(Kurz) Sleumer","843131-az","843090-az",NA,"843118-az"
"1157085","334755-az","704688-1","Species","Accepted","Proteaceae","","Kermadecia","","sinuata","","","","Brongn. & Gris","","Bull. Soc. Bot. France","10: 228","(1863)","","N. & C. New Caledonia","Phanerophyte","Wet Tropical","Kermadecia sinuata","Brongn. & Gris","334755-az","",NA,"334765-az"
"1157090","334761-az","704692-1","Species","Accepted","Proteaceae","","Knightia","","excelsa","","","Knight","R.Br.","","Trans. Linn. Soc. London","10: 194","(1810)","","New Zealand","Phanerophyte","Temperate","Knightia excelsa","(Knight) R.Br.","334761-az","425925-az",NA,"334768-az"
"1157131","896470-az","77095226-1","Species","Accepted","Proteaceae","","Lasjia","","whelanii","","","F.M.Bailey","P.H.Weston & A.R.Mast","","Amer. J. Bot.","95: 865","(2008)","","NE. Queensland","Phanerophyte","Wet Tropical","Lasjia whelanii","(F.M.Bailey) P.H.Weston & A.R.Mast","896470-az","843107-az",NA,"896465-az"
"1157275","492474-az","704840-1","Species","Accepted","Proteaceae","","Leucadendron","","laureolum","","","Lam.","Fourc.","","Trans. Roy. Soc. South Africa","21: 97","(1932)","","SW. Cape Prov.","Nanophanerophyte","Subtropical","Leucadendron laureolum","(Lam.) Fourc.","492474-az","567015-az",NA,"1012403-az"
"1157363","492572-az","704926-1","Species","Accepted","Proteaceae","","Leucadendron","","salicifolium","","","Salisb.","I.Williams","","J. S. African Bot.","33: 142","(1967)","","SW. Cape Prov.","Nanophanerophyte","Subtropical","Leucadendron salicifolium","(Salisb.) I.Williams","492572-az","805241-az",NA,"1012403-az"
"1157610","493517-az","705156-1","Species","Accepted","Proteaceae","","Lomatia","","dentata","","","","R.Br.","","Trans. Linn. Soc. London","10: 201","(1810)","","C. & S. Chile to S. Argentina","Nanophanerophyte or phanerophyte","Temperate","Lomatia dentata","R.Br.","493517-az","",NA,"493545-az"
"1157620","493512-az","143027-2","Species","Accepted","Proteaceae","","Lomatia","","hirsuta","","","Lam.","Diels","","Publ. Field Mus. Nat. Hist., Bot. Ser.","13(2): 369","(1937)","","Ecuador to Peru, Chile to S. Argentina","Phanerophyte","Montane Tropical","Lomatia hirsuta","(Lam.) Diels","493512-az","788284-az",NA,"493545-az"
"1157623","493511-az","705162-1","Species","Accepted","Proteaceae","","Lomatia","","ilicifolia","","","","R.Br.","","Trans. Linn. Soc. London","10: 200","(1810)","","SE. Australia","Nanophanerophyte","","Lomatia ilicifolia","R.Br.","493511-az","",NA,"493545-az"
"1157642","492211-az","705170-1","Species","Accepted","Proteaceae","","Lomatia","","polymorpha","","","","R.Br.","","Trans. Linn. Soc. London","10: 200","(1810)","","Tasmania","Nanophanerophyte","","Lomatia polymorpha","R.Br.","492211-az","",NA,"493545-az"
"1157698","508818-az","705205-1","Species","Accepted","Proteaceae","","Malagasia","","alticola","","","Capuron","L.A.S.Johnson & B.G.Briggs","","Bot. J. Linn. Soc.","70: 175","(1975)","","Madagascar","Phanerophyte","Wet Tropical","Malagasia alticola","(Capuron) L.A.S.Johnson & B.G.Briggs","508818-az","508711-az",NA,"508819-az"
"1157718","508768-az","705218-1","Species","Accepted","Proteaceae","","Mimetes","","cucullatus","","","L.","R.Br.","","Trans. Linn. Soc. London","10: 107","(1810)","","S. Cape Prov.","Nanophanerophyte","Subtropical","Mimetes cucullatus","(L.) R.Br.","508768-az","492103-az",NA,"508807-az"
"1157792","396540-az","705288-1","Species","Accepted","Proteaceae","","Opisthiolepis","","heterophylla","","","","L.S.Sm.","","Proc. Roy. Soc. Queensland","62: 79","(1952)","","NE. Queensland","Phanerophyte","Wet Tropical","Opisthiolepis heterophylla","L.S.Sm.","396540-az","",NA,"396541-az"
"1157815","402330-az","176309-2","Species","Accepted","Proteaceae","","Orites","","myrtoideus","","","Poepp. & Endl.","Engl.","H.G.A.Engler & K.A.E.Prantl","Nat. Pflanzenfam.","3(1): 146","(1889)","","C. & SC. Chile to Argentina (Neuquén)","Nanophanerophyte","Temperate","Orites myrtoideus","(Poepp. & Endl.) Engl.","402330-az","424540-az",NA,"396484-az"
"1157842","564398-az","182721-2","Species","Accepted","Proteaceae","","Panopsis","","pearcei","","","","Rusby","","Bull. New York Bot. Gard.","4: 439","(1907)","","Bolivia (La Paz)","Phanerophyte","Wet Tropical","Panopsis pearcei","Rusby","564398-az","",NA,"564502-az"
"1157860","564403-az","182733-2","Species","Accepted","Proteaceae","","Panopsis","","yolombo","","","Posada-Ar.","Killip","","Lloydia","13: 204","(1950)","","Costa Rica to Colombia","Phanerophyte","Wet Tropical","Panopsis yolombo","(Posada-Ar.) Killip","564403-az","637021-az",NA,"564502-az"
